0.86102 0.11272
0.78990 0.10022
0.69838 0.08231
0.58073 0.05952
0.49493 0.04434
0.43065 0.03412
0.36057 0.02430
0.32336 0.01969
0.28478 0.01538
0.24486 0.01145
0.20367 0.00797
0.16124 0.00503 
0.11762 0.00270
0.07283 0.00106
0.06829 0.00094
0.05919 0.00071
0.05004 0.00052
0.04086 0.00036
0.03626 0.00029
0.03164 0.00023
0.02702 0.00018
